,rank,country,population,year
0,39.,Afghanistan,35780456,2018
1,136.,Albania,3066126,2018
2,35.,Algeria,38219296,2018
3,203.,American Samoa,74118,2018
4,200.,Andorra,85684,2018
5,59.,Angola,21885078,2018
6,220.,Anguilla,17756,2018
7,197.,Antigua and Barbuda,97031,2018
8,33.,Argentina,45001592,2018
9,138.,Armenia,3009807,2018
10,189.,Aruba,118013,2018
11,54.,Australia,23705630,2018
12,96.,Austria,8222201,2018
13,87.,Azerbaijan,10128025,2018
14,154.,Bahrain,1474016,2018
15,8.,Bangladesh,180203952,2018
16,179.,Barbados,293874,2018
17,91.,Belarus,9289207,2018
18,86.,Belgium,10464320,2018
19,176.,Belize,373257,2018
20,77.,Benin,11646392,2018
21,204.,Bermuda,71472,2018
22,164.,Bhutan,774410,2018
23,79.,Bolivia,11473676,2018
24,123.,Bosnia and Herzegovina,4599330,2018
25,142.,Botswana,2287158,2018
26,5.,Brazil,220632960,2018
27,214.,British Virgin Islands,36591,2018
28,173.,Brunei,457533,2018
29,106.,Bulgaria,6629803,2018
30,61.,Burkina Faso,21340060,2018
31,75.,Burundi,13042255,2018
32,69.,Cambodia,16690861,2018
33,56.,Cameroon,23056940,2018
34,38.,Canada,36136376,2018
35,171.,Cape Verde,575839,2018
36,206.,Cayman Islands,60781,2018
37,113.,Central African Republic,5867019,2018
38,76.,Chad,12528344,2018
39,196.,Channel Islands,100348,2018
40,64.,Chile,17939682,2018
41,1.,China,1380914176,2018
42,30.,Colombia,48631464,2018
43,162.,Comoros,833909,2018
44,224.,Cook Islands,8799,2018
45,120.,Costa Rica,5043084,2018
46,52.,Cote d'Ivoire,25067462,2018
47,126.,Croatia,4435925,2018
48,82.,Cuba,10954975,2018
49,157.,Cyprus,1252147,2018
50,88.,Czech Republic,10040737,2018
51,16.,Democratic Republic of the Congo,87265520,2018
52,114.,Denmark,5630198,2018
53,161.,Djibouti,902892,2018
54,202.,Dominica,74144,2018
55,81.,Dominican Republic,10985823,2018
56,156.,East Timor,1365660,2018
57,68.,Ecuador,16703254,2018
58,15.,Egypt,94731960,2018
59,110.,El Salvador,6202330,2018
60,163.,Equatorial Guinea,816736,2018
61,103.,Eritrea,7114222,2018
62,158.,Estonia,1212582,2018
63,13.,Ethiopia,116776352,2018
64,210.,Faroe Islands,51319,2018
65,194.,Federated States of Micronesia,103057,2018
66,160.,Fiji,931295,2018
67,118.,Finland,5273225,2018
68,21.,France,67296536,2018
69,180.,French Polynesia,292789,2018
70,152.,Gabon,1841324,2018
71,147.,Gaza Strip,2072694,2018
72,125.,Georgia,4457705,2018
73,19.,Germany,80313272,2018
74,48.,Ghana,28349600,2018
75,218.,Gibraltar,29523,2018
76,84.,Greece,10752626,2018
77,207.,Greenland,57660,2018
78,190.,Grenada,112665,2018
79,186.,Guam,201604,2018
80,70.,Guatemala,15998742,2018
81,205.,Guernsey,66880,2018
82,74.,Guinea,13077166,2018
83,151.,Guinea-Bissau,1859095,2018
84,165.,Guyana,748823,2018
85,85.,Haiti,10578831,2018
86,90.,Honduras,9325005,2018
87,100.,Hong Kong,7314647,2018
88,89.,Hungary,9799351,2018
89,178.,Iceland,327252,2018
90,2.,India,1311559168,2018
91,4.,Indonesia,265253184,2018
92,18.,Iran,85644896,2018
93,37.,Iraq,36181384,2018
94,119.,Ireland,5123219,2018
95,199.,Isle of Man,89969,2018
96,95.,Israel,8372946,2018
97,23.,Italy,62334800,2018
98,137.,Jamaica,3030906,2018
99,10.,Japan,125853032,2018
100,102.,Jordan,7143866,2018
101,63.,Kazakhstan,18923072,2018
102,29.,Kenya,49142516,2018
103,191.,Kiribati,110587,2018
104,150.,Kosovo,1920079,2018
105,140.,Kuwait,2955897,2018
106,109.,Kyrgyzstan,6236178,2018
107,99.,Laos,7341182,2018
108,146.,Latvia,2093241,2018
109,127.,Lebanon,4226646,2018
110,148.,Lesotho,1966253,2018
111,122.,Liberia,4619132,2018
112,98.,Libya,7637175,2018
113,213.,Liechtenstein,38844,2018
114,133.,Lithuania,3448684,2018
115,172.,Luxembourg,550167,2018
116,169.,Macau,610510,2018
117,145.,Macedonia,2110113,2018
118,50.,Madagascar,27602286,2018
119,62.,Malawi,19691200,2018
120,42.,Malaysia,32233022,2018
121,175.,Maldives,392217,2018
122,66.,Mali,17438124,2018
123,174.,Malta,418313,2018
124,201.,Marshall Islands,76811,2018
125,129.,Mauritania,3922758,2018
126,155.,Mauritius,1371946,2018
127,183.,Mayotte,227207,2018
128,11.,Mexico,123491272,2018
129,134.,Moldova,3401197,2018
130,217.,Monaco,30825,2018
131,132.,Mongolia,3493946,2018
132,167.,Montenegro,639905,2018
133,228.,Montserrat,5342,2018
134,40.,Morocco,34637292,2018
135,49.,Mozambique,27910300,2018
136,24.,Myanmar,58576936,2018
137,143.,Namibia,2255091,2018
138,223.,Nauru,9740,2018
139,41.,Nepal,33708908,2018
140,67.,Netherlands,17216476,2018
141,188.,Netherlands Antilles,150809,2018
142,181.,New Caledonia,286401,2018
143,124.,New Zealand,4580406,2018
144,111.,Nicaragua,6144442,2018
145,58.,Niger,21958384,2018
146,7.,Nigeria,202670592,2018
147,51.,North Korea,25513060,2018
148,211.,Northern Mariana Islands,48052,2018
149,121.,Norway,4819635,2018
150,131.,Oman,3564276,2018
151,6.,Pakistan,210797840,2018
152,219.,Palau,21600,2018
153,130.,Panama,3847647,2018
154,101.,Papua New Guinea,7143996,2018
155,104.,Paraguay,7108524,2018
156,43.,Peru,31624208,2018
157,12.,Philippines,117394520,2018
158,36.,Poland,38038772,2018
159,83.,Portugal,10843431,2018
160,128.,Puerto Rico,4047018,2018
161,141.,Qatar,2406676,2018
162,117.,Republic of Congo,5303071,2018
163,60.,Romania,21381356,2018
164,9.,Russia,133026408,2018
165,73.,Rwanda,13989620,2018
166,226.,Saint Barthélemy,7140,2018
167,225.,Saint Helena,7852,2018
168,209.,Saint Kitts and Nevis,53463,2018
169,187.,Saint Lucia,166008,2018
170,216.,Saint Martin,32427,2018
171,227.,Saint Pierre and Miquelon,5409,2018
172,195.,Saint Vincent and the Grenadines,101612,2018
173,185.,Samoa,202541,2018
174,215.,San Marino,34010,2018
175,184.,Sao Tome and Principe,207822,2018
176,46.,Saudi Arabia,29401900,2018
177,72.,Senegal,15377009,2018
178,105.,Serbia,7045162,2018
179,198.,Seychelles,95321,2018
180,107.,Sierra Leone,6466064,2018
181,112.,Singapore,6102937,2018
182,212.,Sint Maarten,43265,2018
183,115.,Slovakia,5497141,2018
184,149.,Slovenia,1958778,2018
185,166.,Solomon Islands,672631,2018
186,78.,Somalia,11500692,2018
187,31.,South Africa,48486556,2018
188,27.,South Korea,49327584,2018
189,26.,Spain,49683256,2018
190,57.,Sri Lanka,22736504,2018
191,25.,Sudan,54946624,2018
192,170.,Suriname,603823,2018
193,153.,Swaziland,1498103,2018
194,92.,Sweden,9226541,2018
195,97.,Switzerland,7742095,2018
196,53.,Syria,24372800,2018
197,55.,Taiwan,23275288,2018
198,93.,Tajikistan,8740073,2018
199,28.,Tanzania,49254516,2018
200,20.,Thailand,69297400,2018
201,177.,The Bahamas,335210,2018
202,144.,The Gambia,2133640,2018
203,94.,Togo,8390953,2018
204,193.,Tonga,106270,2018
205,159.,Trinidad and Tobago,1212401,2018
206,80.,Tunisia,11409539,2018
207,17.,Turkey,85948784,2018
208,116.,Turkmenistan,5470233,2018
209,208.,Turks and Caicos Islands,54819,2018
210,222.,Tuvalu,11244,2018
211,192.,U.S. Virgin Islands,108677,2018
212,32.,Uganda,46041928,2018
213,34.,Ukraine,42856248,2018
214,108.,United Arab Emirates,6356100,2018
215,22.,United Kingdom,65436512,2018
216,3.,United States of America,333928672,2018
217,135.,Uruguay,3378471,2018
218,45.,Uzbekistan,30296156,2018
219,182.,Vanuatu,247994,2018
220,44.,Venezuela,30881760,2018
221,14.,Vietnam,97894736,2018
222,221.,Wallis and Futuna,15809,2018
223,139.,West Bank,3003762,2018
224,168.,Western Sahara,635896,2018
225,47.,Yemen,29129420,2018
226,65.,Zambia,17565720,2018
227,71.,Zimbabwe,15512471,2018
